AGE_REF,FAM_SIZE,REF_RACE,REGION,SEX_REF,FOODTOT,FOODHOME,CEREAL,BAKEPROD,BEEF,PORK,OTHMEAT,POULTRY,SEAFOOD,EGGS,MILKPROD,OTHDAIRY,FRSHFRUT,FRSHVEG,PROCFRUT,PROCVEG,SWEETS,NONALBEV,OILS,MISCFOOD,FOODAWAY,ALCBEV
20,2,2,1,2,46.13,26.13,2.68,0,0,3.98,0,0,0,0,2.98,2.72,0,0,0,0,0,5.81,7.96,0,20,0
46,1,2,4,2,8.17418,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94,0,4.23418,0
36,5,1,2,1,657.64654,314.94,11.69,16.32,0,10.49,17.38,25.58,72.16,0,5.78,19.36,28.85,9.78,0,5.89,5.95,0,0,85.71,342.70654,5
36,5,1,2,1,301.01407,125.67407,4.07,25.01,0,0,0,0,0,1.09,7.90637,18.92108,9.2,2.08404,4.28499,1.67501,14.20239,11.71,1.29,24.23019,175.34,28.24
49,3,1,2,1,107.00002,107.00002,7.32709,8.62925,4.93716,0,5.18328,0,10.81472,3.39579,2.57911,6.60362,7.30321,0,9.09631,0,3.0993,18.75614,9.35636,9.91868,0,0
50,3,1,2,1,106.99999,106.99999,3.04103,11.03302,4.587,0,4.81566,8.82973,4.4479,3.15495,2.39619,6.85158,9.79395,9.56189,3.66556,8.74985,0,3.25566,8.32694,14.48908,0,0
47,3,2,2,1,104.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.66,0
47,3,2,2,1,115.8,8.61,0,2.11,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,107.19,0
51,2,1,3,1,105.9,44.94,0,5.44,0,0,0,0,0,0,3.29,1.84,0,4.07,7.55065,4.59935,0,7.89,0,10.26,60.96,0
51,2,1,3,1,115.73001,59.36001,0,8.22,11.85001,0,3.85,4.64,0,0,2.56,0,0,0,3.9,0,3.26,13.98,0,7.1,56.37,0
82,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3,1,3,2,44.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.97,0
23,3,1,3,2,121.97,108.57,9.25,22.29,0,3.29,10.98,5.9,0,2.49,2.99,13.98,8.99,0,0,0.99,3.19,11.76,3.5,8.97,13.4,0
42,4,1,4,2,187.43,63.5,5.11,5.32,0,0,0,0,0,0,11.92,14.26,5.54,2.12,0,0,0.74,6.47,0,12.02,123.93,0
42,4,1,4,2,146.87,48.94,5.11,10.12,0,6.38,3.47,0,0,0,2.55,1.91,14.66,4.74,0,0,0,0,0,0,97.93,34.16
57,2,1,2,1,113.31,29.63,2.12,0,0,0,0,0,0,0,3.29,5.3,4.61,6.89,0,0,0,2.12,0,5.3,83.68,0
57,2,1,2,1,19.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.52,0
63,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,4,3,3,2,395.63001,287.77001,1.74,33.34256,4.47,20.69716,0,7.50213,6.08737,2.92,8.70377,11.45299,9.03193,14.47101,0,20.00956,0,74.93,20.05553,52.356,107.86,0
87,2,1,4,1,10.03,10.03,0,0,4.14,0,0,0,0,0,0,0,1.19,0,0,1,0,3.7,0,0,0,0
87,2,1,4,1,47.53,47.53,0,3.5,0,0,0,5.82,0,0,2.78,5.2,5.92,10.06,0,1,0.99,10.93,0,1.33,0,0
29,1,1,3,2,31.07,31.07,0,2.12,0,0,0,0,0,3.18,6.36,3.7,0,0,0,5.49,1.88,6.76,0,1.58,0,0
52,1,2,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10.8
52,1,2,3,1,69.02015,16.26,0,1.55,5.15,0,0,0,0,0,7.16,0,0,0,0,0,1.34,1.06,0,0,52.76015,21.95985
49,3,1,3,1,247.66,172.67,0,14.04,13.66,12.79,2.11,11.23,6.88,7.71,19.56,0,10.6,2.1,0,10.89,3.49,50.41,3.49,3.71,74.99,0
49,3,1,3,1,188.4,95.12,5.57,5.91,5.82,3.81,2.43,15.89,0,4.29,10.04,0,14.08,1.37,0,4.22,0,17.99,0,3.7,93.28,0
34,5,1,4,2,89.06,8.83,4.99,0,0,0,0,0,0,0,2.29,0,1.55,0,0,0,0,0,0,0,80.23,0
34,5,1,4,2,369.70999,257.02999,4.17274,30.94043,25.19679,11.51966,4.6707,35.32893,11.78306,3.49532,7.27,5.05989,12.5606,10.7735,9.65298,9.07176,3.56,3.57431,9.2253,59.17402,112.68,0
60,2,1,3,2,294.23,118.39,17.2,17.06,0,0,0,14.12,0,0,0,4.49,1.14,7.07,0,4.67,5.98,24.38,0,22.28,175.84,0
60,2,1,3,2,251.16999,80.06999,2.99,0,0,8.09,4.39,9.30999,0,0,3.49,7.5,15.83,12.51,0,1.29,0,0,0,14.67,171.1,0
27,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.28
27,5,2,4,1,347.78,147.55,6.61556,23.5517,9.97871,5.72917,4.39716,4.9378,0,3.29062,5.21276,12.28706,2.79724,11.92815,0,3.8804,8.05809,20.4903,10.22523,14.17005,200.23,0
48,5,1,4,1,136.50002,122.63002,4.78997,12.30015,6.71125,0,15.96513,4.50805,0,0,6.73755,18.99625,7.75232,6.03542,4.03478,0,3.16953,5.32424,4.64217,21.66321,13.87,0
68,2,1,3,2,63.98,44.5,5.38,0,6.01,4.5,0,0,2.3,1.22,0,0,9.1,2.58,1.93,0,3.47,0,3.06,4.95,19.48,0
68,2,1,3,2,29.79,16.54,0,0,4.7,0,0,0,0,0,0,0,3.75,2.79,0,0,0,0,0,5.3,13.25,0
48,2,1,2,2,108.97,85.42,9.28,8.86,6.89,4.28,2,0,0,0,0,7.98,0,0,6,0,8.77,2.28,9.77,19.31,23.55,0
48,2,1,2,2,185.21044,113.98,2.49,2.49,0,0,2,0,0,7.47,6.28,0,2.28,15,3.98,23.68,12.17,9.6,9.08,17.46,71.23044,0
53,4,1,1,2,286.69,128.3,3.44,11.56,14.96,12.14,6.49,8.78,0,1.69,4.38,4.99,6.09,5.78,4.49,4.5,0,14.23,2.39,22.39,158.39,0
53,4,1,1,2,48.21,20.4,0,2.99,0,0,0,0,0,0,4.98,0,0,0,1.09479,1.40521,0,5.15,0,4.78,27.81,0
40,3,1,2,2,151.24997,126.24997,3.34411,15.39872,7.27961,6.04039,9.93164,9.67164,0,0,2.63501,6.82767,15.20632,1.95679,4.03089,4.44805,7.6568,9.09889,0,22.72344,25,0
40,3,1,2,2,151.24999,126.24999,11.17489,14.28933,10.41571,5.3854,0,4.01533,0,3.09317,2.34928,9.55391,5.57921,5.37576,0,7.61329,7.33253,10.25295,8.9825,20.83673,25,0
62,3,2,3,1,106.37,48.39,11.16,3.29,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,10.38,10.38,57.98,0
62,3,2,3,1,147.16,84.69,0,7.26,0,15.22,1.12,0,0,1.79,3.49,20.33,0.56,0,0,0,0,19.86,0,15.06,62.47,0
63,2,1,1,1,200,100,7.23325,10.66051,4.87393,4.85928,0,9.38204,0,3.3523,2.54608,8.35331,4.28655,4.13827,5.49643,4.29794,4.33879,8.5989,0,17.58242,100,0
30,1,1,3,1,53.52,42.05,4.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,3.44,11.83,11.47,95.5
30,1,1,3,1,12.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.25,0
37,4,1,4,1,103.34,73.09,3.79,5.25,0,0,10.79,0,0,0,0,0,0,0,0,3.99,2.05,19.63,3.57,24.02,30.25,0
37,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,6,1,4,1,315.66,265.77,25.33,7.93,7.75,2.99,0,7.93,13.42,2.42,22.87,20.38,10.73,12.07,5.38,18.75,11.31,0,24.02,72.49,49.89,15.76
43,6,1,4,1,56.55,41.3,8.01,7.66,0,4.99,0,0,0,0,0,0,0,3.92,0,0,0,2.99,0,13.73,15.25,7.85
66,2,1,3,2,159.02,132.43,0,21.23,11.84,14.07,0,0,0,5.96,2.59,11.79,5.99,9.17,9.63,0.89,0,17.83,7.27,14.17,26.59,5.35
66,2,1,3,2,188.64,147.95,0.99,7.26,18.32,8.87,1,18.88,0,1.89,7.28,8.49,10.45,10.16,3.84,2.97,0,16.59,6.21,24.75,40.69,15.51
62,3,1,2,2,102.49,46.81,1.74,4.83,0,0,2.6,0,0,1.92,20.66,0,0,0,0,0,10.48,0,0,4.58,55.68,0
62,3,1,2,2,377.39,326.98,26.3,15.77,35.13,23.9,3.97,5.49,0,4.9,26.79,37.83,18.71,2.41,10.48,20.1,12.81,12.9,6.65,62.84,50.41,0
27,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1,1,4,1,134.1,134.1,0,0,16.48,0,7.7,10.82,8.24,0,6.7,44.55,0,0,4.51,3.35,0,0,8.79,22.96,0,0
52,4,1,1,2,127.11,70.35,8.68,4.98,0,8.81,4.55,0,0,0,0,25.37,0,0,9.97,0,0,0,0,7.99,56.76,0
52,4,1,1,2,56.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.95,0
34,5,1,3,1,314.284,167.01001,15.94,11.27,15.32,3.23,9.88,7.64,10,2.96,10.13,11.42,9.54,4.28,2.20512,0.28489,3.76,19.45,3.68,26.02,147.27399,0
34,5,1,3,1,274.45,99.77,0,7.15,9.28,7.565,7.845,7.98,6.48,2.47,5.96,3.98,2.65,5.11,0.92297,6.05703,3.24,4.31,0,18.77,174.68,0
36,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,1,1,2,99.99999,99.99999,3.36728,11.73905,0,0,4.94333,5.20375,6.20057,0,2.65327,2.87832,3.3315,10.38384,4.05882,4.11954,0,19.07574,0,22.04498,0,0
87,1,1,1,2,76.99998,76.99998,3.77477,6.26997,0,5.66265,0,4.74473,0,3.16196,2.40152,2.60522,13.05735,5.67985,8.02633,0,0,2.88166,4.41641,14.31756,0,0
56,1,1,4,2,142.49,53.36,0,8.47,0,0,0,0,0,2.69,2.59,0,9.98,0,11.55,0,0,12.59,0,5.49,89.13,0
56,1,1,4,2,97.98,52.22,0,9.77,0,0,0,1.59,0,0,2.19,8.78,2.24,0,1.44074,1.84926,0,2.79,0,21.57,45.76,0
47,5,1,2,1,17.61,17.61,0,2.66,0,0,0,0,0,0,5.35,0,0,0,0,0,0,4.28,0,5.32,0,0
47,5,1,2,1,26.67,26.67,3.52,0,0,0,1.07,0,0,2.97,3.2,9.07,0,0,0,0,2.33,0,0,4.51,0,0
32,2,1,4,1,92.41,51.65,0,0,0,0,0,8.57,0,2.27,2.69,1.49,0,7.47,7.98,0,0,8.7,0,12.48,40.76,0
32,2,6,4,1,52.22,27.66,0,0,0,0,0,0,0,0,0,3.48,2.93,6.98,0,0,0,6.28,7.99,0,24.56,0
33,4,4,1,2,73.11999,60.77999,2.66357,11.85454,0,0,0,0,4.34677,7.76335,2.09877,4.81714,2.63527,6.64921,1.74,3.54285,0,6.00445,0,6.66407,12.34,0
33,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2,1,2,2,239.28,150.91,15.61,6.36,0,12.27,0,14.89,36.44,4.77,6.12,3.81,13.76,7.62,3.58,1.58,2.92,5.58,0,15.6,88.37,0
67,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,4,1,1,1,207.50005,200.00005,11.43221,23.07434,9.48949,10.09631,8.97095,8.47273,0,6.52689,13.57541,13.18897,21.60138,7.58759,8.03252,8.68417,0,16.48551,4.23,28.55158,7.5,0
57,4,1,1,1,207.50001,200.00001,13.20127,26.18518,0,8.8232,21.42244,4.25873,10.60718,0,4.53889,9.1608,22.35485,12.76344,8.90424,16.12434,2.77051,14.86781,8.58456,15.43257,7.5,0
43,1,4,4,1,63,40,3.56414,0,0,0,0,0,0,0,2.80838,9.14405,3.52626,2.08554,0,5.51425,0,10.36252,0,2.99486,23,0
43,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,4,4,4,2,128.35,128.35,12.57,9.07,7.99,7.53,7.52,4.17,3.48,0,5.95,0,31.14,9.79,0,0,0,0,0,29.14,0,0
23,2,1,2,1,121.82,84.72,0,3.25,9.24,0,13.47,11.34,5.59,2.69,0,4.99,1.53,6.72,4.5,0,1.02,3.07,8.7,8.61,37.1,0
23,2,1,2,1,212.33,209.78,3.72,26.76,16.17,0,11.07,13.18,0,0,2.15,31.9,1.68,2.99,4.45,3.79,1.27,4.69,16.36,69.6,2.55,6.91
74,2,1,1,2,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0
54,4,1,2,2,198.09,79.54,0,9.16375,5.97,0,0,6.73,0,2.15,7.57,13.56,0,2.65597,1.92707,5.79293,0,2.94,6.48,14.60028,118.55,5.75
54,4,1,2,2,255.27,116.09,0,9.67,6.2,0,6.52,7.99,0,0,4.26098,5.99,5.4,2.57,2.49,0,4.61902,35.68,3.49,21.21,139.18,0
30,2,1,2,1,205.11001,82.11001,3.71656,3.97111,5.29858,7.44788,0,5.00529,12.27967,3.85578,2.76791,0,8.99175,4.75143,0,4.6724,3.51913,3.97887,0,11.85365,123,0
30,2,1,2,1,293.12,167.59,10.49753,13.1005,12.91419,0,4.36245,0,0,0,7.33606,5.60352,5.57915,21.0965,11.01123,4.57936,14.55424,11.04959,3.72282,42.18286,125.53,0
63,2,1,2,1,25.81,25.81,1.66,0,0,0,0,9.05,0,0,0,0,0,0,0,0,0,1.87,0,13.23,0,0
63,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,1,3,2,89.36,76.73,7.76,0,12.01,8.5,0,8.91,0,0,3.79,3.19,0,5.98,4.88,8.86,1.39,0,2.19,9.27,12.63,0
54,2,2,2,2,47.17,34.48,0,3.39,0,0,0,0,0,0,0,0,1.2,0,0,1.2,0,28.69,0,0,12.69,0
54,2,2,2,2,227.23,180.21,11.11,7.96,37.08,48.41,7.07,18.86,0,0,3.02,0,0,14.25,0,3.52,0,17.49,0,11.44,47.02,0
80,2,1,2,2,107.33,41.26,2.99,15.23,0,0,6.36,0,0,0,0,6.13,3.56,0,0,0,2,0,4.99,0,66.07,4.75
80,2,1,2,2,163.22,142.14,0,26.57,0,9.99,10.67,0,9.98,1.79,3.84,6.26,3.01,1.64,4.8,0,10.39,4.21,1.65,47.34,21.08,19.6
45,1,1,4,2,58.39,47.89,0,3.84,0,0,0,0,0,1.58,1.76,6.38,11.46,3.95,3.98,2.88,4.16,2.27,3.13,2.5,10.5,0
45,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,2,1,2,148.06944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.06944,0
31,2,2,1,2,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0
69,2,1,3,1,67.92,60.04,1.29,4.92,13.38,7.73,0,0,0,0,4.38,3.9,0,2.6,0,7.46,0,0,0,14.38,7.88,0
69,2,1,3,1,85.78,77.05,3.39,0,8.13,0,0,10.19,0,2.45,4.42,0,4.11,6.28,2.56,0,9.16,18.24,0,8.12,8.73,0
50,2,2,1,2,51.00001,51.00001,0,12.789,0,0,4.52099,3.84491,0,0,0,0,0,7.12696,0,4.41703,7.02132,3.73252,3.9593,3.58798,0,0
72,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2,1,1,2,128,114.72,5.69,26.3,0,0,8.31,0,7.97,2.05,6.68,2.34,0.93,8.48,0,0,13.56,8.99,13.67,9.75,13.28,0
40,2,1,1,2,151.4,61.66,24.85,2.98,3.08,2.5,3.48,0,0,0,1.99,3.29,6.82,2.03,0,0,6.15,2.99,0,1.5,89.74,0
51,3,2,2,1,99.66,90.91,3.30715,0,9.48,23.95575,5.64425,6.36,5.04,0,0,0,0,2.42,0,0,0,17.56,0,17.14285,8.75,0
51,3,2,2,1,87.53,65.28,1.97,13.22568,0,0,7.09,15.18,0,3.23,0,1.52,0,1.6,0,5.00892,0,3.9054,0,12.55,22.25,0
32,2,1,2,2,38.01,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,1.12,36,31.57
32,2,1,2,2,292.2355,140.36,10.01,9.78,0,3.98,2.8,0,0,0,1.84,17.72,26.82,7.64,0,6.48,0,11.05,3.49,38.75,151.8755,26.0445
39,6,1,4,1,324,178.19,8.57,33.83,8.9,7.88,4,13.78,0,0,6.81,7.25,16.53,3.04,4,0,3.4,23.55,0,36.65,145.81,0
39,6,1,4,1,167.8,45.65,0,0,9.02,12.67,0,0,0,0,0,9.98,1.48,0,0,0,0,2.16,0,10.34,122.15,0
55,2,1,2,2,68.56,68.56,9.54,6.55,10.66,5.3,5.28,5.81,0,0,0,0,2.51,2.1,2.63,0,0,5.28,5.7,7.2,0,0
55,2,1,2,2,44.74,44.74,0,0,0,5.61,0,6.37,0,3.58,0,7.4,0,0,1.71225,14.91775,1.98,0,0,3.17,0,0
35,1,1,3,1,21.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.56,21.05
35,1,1,3,1,56.15,25.63,7.98,2.99,3.51,0,0,0,0,0,3.39,0,1.98,0.52,0,0,0,1.27,0,3.99,30.52,40.61
34,1,6,1,1,30.99,28.99,2,0,10,0,0,10,0,0,0,0,0,0,0,0,0,6.99,0,0,2,0
64,2,2,3,1,275.8,210.26,2.68,10.33,50.15025,26.34,6.13975,8.77,17.11,0,9.39,13.9,10.02,5.01,5.43,10.42,1.74,12.84,12.59,7.4,65.54,0
64,2,2,3,1,309.61,249.48,11.94,16.52,32.31,32.19,6.36,16.55,22.05,1.17,8.76,7.5,17.26,10.72,7.84375,21.08328,14.68297,10.58,8.02,3.94,60.13,0
54,4,4,4,1,934.45998,268.03,41.18,38.52791,0,21.99,0,0,16.99,8.69,14.68,5.99,33.89,26,0,0,3.11209,12.01,12.99,31.98,666.42998,0
54,4,4,4,1,214.66,111.28,0,2.76,15.15638,16.21811,12.73551,0,6.99,0,7.99,0,12.92,2.99,8.98,0,5.88,18.66,0,0,103.38,0
33,5,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,5,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1,2,3,2,84.42603,64.3,0,1.33,11.58,5.73,0.77,8.23,0,0,0,1.95,0,0,0,9.64,3.41,8.46,0,13.2,20.12603,0
57,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1,1,4,2,263.54,219.83,2.78,19.48,0,0,0,0,0,0,20.73,10.69,16.86,14.97,2.38,0,44.19,73.17,0,14.58,43.71,0
50,1,1,4,2,236.21,167.67,1.97,5.49,0,0,0,0,0,0,42.58,3.49,20.94,3.75,0,0,65.5,0,10.47,13.48,68.54,0
36,2,1,2,1,156.19997,121.19997,8.34515,21.12174,0,0,4.61001,5.17681,5.50661,0,2.62021,7.49213,7.344,6.20456,4.00826,0,7.61381,18.83813,9.10543,13.21312,35,0
36,2,1,2,1,201.25,126.25,4.06391,7.56591,7.05265,0,0,9.48983,10.23284,0,7.08038,6.61991,10.49301,6.11491,3.95511,5.95152,3.10694,16.5029,15.52493,12.49525,75,0
41,5,1,3,2,38.3,38.3,0,0,0,2.5,0.98,0,0,0,3.28,2.5,13.39,0,0,1.98,1,11.9,0,0.77,0,0
41,5,1,3,2,97.97,83.6,6.98,6.56,0,0,0,6.98,0,5.6,3.61,2.98,17.05,0,0,0,0,13.64,0,20.2,14.37,0
65,2,1,3,2,275.35,204.59,7.07,10.68,0,8.2,12.03,2.58,0,2.77,0,48.45,10.97,9.96,0,7.93,2.88,17.91,24.98,38.18,70.76,12.31
65,2,1,3,2,124.36999,66.37,0,13.78,21.74,0,0,6.84,0,0,0,0,7.22,11.87,0,0,0,0,0,4.92,57.99999,2.41
25,5,6,3,2,49.93,49.93,4.09,1.14,10,7.63,0,4.56,0,0,0,1.83,0,2.05,0,0,4.05,4.59,0,9.99,0,0
25,5,6,3,2,104.28,104.28,3.62,10.35,12.53,7.86,11.15,0,0,1.67,3.36,7.66,1.5,6.8,0,4.86,4.09,6.82,0,22.01,0,0
51,1,1,4,2,123.65,123.65,0,6,0,0,0,7,8.65,0,14,6,8,28,6,0,0,0,0,40,0,0
87,1,1,4,2,28,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,20,0
64,3,1,2,1,253.75547,243.55,16.63,33.48,35.15,16.3,8.48,12.04,0,0,4.22,7.29,4.62,9.66,0,11.35,4.86,43.65,0,35.82,10.20547,7.95
64,3,1,2,1,14.87,14.87,3.18,5.92,0,0,0,0,0,0,0,0,3.55,0,0,0,1.42,0.8,0,0,0,0
49,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,3,1,3,2,209.75,150.77,5.14,2.99,0,0,2.49,19.68,12.25,3.99,3.69,15.35,29.72,17.65,4.62311,3.36689,0,10.7,0,19.13,58.98,11.44
80,1,1,3,2,67.98,37.98,0,4.73166,0,0,0,0,6.30887,0,5.21897,0,3.35989,2.22928,0,0,0,6.05982,5.28351,4.788,30,0
80,1,1,3,2,70.49001,44.49001,0,6.57687,0,0,0,0,4.16271,0,2.24256,3.9795,2.50995,5.31028,9.44007,0,2.69486,7.57321,0,0,26,0
60,2,1,3,2,53.22,11.95,0,3.95,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.27,0
60,2,1,3,2,101.98,101.98,0,4.79,28.47,0,0,0,0,2.89,4.85,0.99,0,5.18,0,0,1.29,32.9,11.98,8.64,0,26.73
21,1,2,1,2,41.11,12.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,9.99,29,0
21,1,2,1,2,42.98,15.98,4.99,5,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,0,3,27,0
78,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1,2,3,2,44.52,44.52,0.52,4.1,0,1.03,0,5.97,0,0,0,0.92,12.33,2.06,1.03,0,4.59,1.92,0,10.05,0,0
56,1,1,3,1,74.72,68.46,4.6,4.09,0,0,0,0,0,1.56,3.87,5.01,11.26,0,0,0,3.27,0,4.09,30.71,6.26,0
56,1,1,3,1,44,19.44,3.78,0,5.32,0,0,0,0,0,0,3.31,0.7,0,0,0,0,0,0,6.33,24.56,0
76,2,1,1,1,12.82,12.82,0,0,0,0,0,0,0,0,2.32,0,6,0,4.5,0,0,0,0,0,0,0
21,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2,1,2,2,254.63,28.22,0,17.13,0,0,0,0,0,0,2.01,0,0,0,0,0,4.04,0,5.04,0,226.41,14.5
65,2,1,2,2,304.82,55.06,6.04,7.06,0,0,0,0,0,0,0,26.62,8.96165,1.53835,0,0,1.84,3,0,0,249.76,3.5
72,2,1,3,1,185.4,125.44,3.92,20.42,0,0,0,0,0,1.88,3.98,18.7,3.03,5.06,0,5.98,0,28.9,0,33.57,59.96,0
72,2,1,3,1,202.04526,84.35,0,5.97,0,5.96,0,0,0,0,2.98,29.03,15.79,2.67,0,4.9,0,17.05,0,0,117.69526,0
72,1,1,3,2,63.49,58.5,0,1,0,0,0,6.66,18.97,0,0,2.89,9,7.99,0,4,0,0,0,7.99,4.99,0
72,1,1,3,2,103.85516,88.29,0,10.21,0,0,0,0,5.97,3.96,0,2,21.3,16.12,1.68,3.52,0,20.15,0,3.38,15.56516,0
60,2,1,3,2,425,369.83,25.23,44.10527,8.91473,7.98,13.12,4.96,40,4,5.63,31.89,7.98,6.89,6,0,38.13,18.49,62.52,43.99,55.17,45.57
60,2,1,3,2,355.16,343.39,16.93,24.56,5.92,5.54,20.68,9.99,37.66,1.77,8.52,32.62,9.75,23.69,24.19997,27.66003,6.35,9.52,13.77,64.26,11.77,0
34,2,1,3,2,121.60457,72.17001,0,3.43766,10.59513,5.1884,5.44556,4.99563,0,0,2.92283,0,10.69079,6.24056,0,4.53808,3.51234,8.10545,0,6.49758,49.43456,9.29544
34,2,1,3,2,38.68,27.68,0,0,0,4.38,0,9,0,0,0,3.29,0,1,0,0,0,0,3.99,6.02,11,33.56
23,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,1,2,2,163.46,131.66,0,1.46,65.67,0,0,17.01,0,0,3.37,11.96,13.97,0.33,0.93,4.77,0.91,1.87,0,9.41,31.8,0
35,5,1,2,2,129.02,111.19,12.69,3.26,0,3.72,3.16,0,0,0.93,18.99,0,11.13,1.57,0,0,1.78,11.66,12.17,30.13,17.83,0
44,1,2,3,2,17.77,5.31,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,5.06,12.46,0
44,1,2,3,2,11.27,6.11,0,4.1,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,5.16,0
37,4,1,1,1,158.17866,88.2,0,7.64,0,0,7.68,3.59,0,0,0,7.78,19.02,1.18,3.99,0,2.29,4,2.79,28.24,69.97866,45.36
37,4,1,1,1,239.15544,107.6,6.79,4.98,0,0,22.81,0,3.49,0,15.96,2.51,2.27,9.17,9.57041,1.39959,1.8,4,3.99,18.86,131.55544,23.54
32,4,1,3,2,462.50118,391.82999,19.85,16.69659,60.01,0,1.78,0,4.99,2.34422,13.82,38.17263,75.88143,31.00485,1.57,2.69,5.18,64.04,14.97,38.83027,70.67119,0
32,4,1,3,2,25.09,25.09,0,0,0,0,0,0,0,0,0,6.08,10,9.01,0,0,0,0,0,0,0,0
33,4,1,2,2,28.54,28.54,1.99,2.99,0,0,0,0,0,0,0,0,5,0,0,0,0,8.56,0,10,0,0
33,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2,1,2,2,97.59,87.82,0,7.04,0,12.05,11.68,16.28,9.48,1,0,0,5.64,7.79,0,7.34,2.79,0,0,6.73,9.77,0
28,2,1,2,2,63.22,54.44,6.08,9.07,0,0,0,0,0,0,2.62,8.86,0,0,0,2.01,0,10.03,0,15.77,8.78,0
60,2,4,4,2,52.38,20.38,0,4.7,15.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
38,2,1,1,2,337.98655,175.12,3.99,53.97,0,0,0,5.99,0,0,0,22.67,8.33,9.61,0,11.19,6.28,22.22,3.39,27.48,162.86655,20.75
